╚╒╞┌,╩▒╝ф(▒▒╛й╩▒),╬│╢╚(╢╚-╖╓),╛н╢╚(╢╚-╖╓),╔ю╢╚(km),╒Ё╝╢,┴╥╢╚,╛л╚╖╢╚,▓╬┐╝╡╪╡у
1965/1/13,55:18.0,"35бу00""","111бу38""",,5.5,VII,1,
1965/1/14,55:18.0,"23бу54""","121бу12""",1.5,4.5,,9,
1965/1/15,25:54.0,"35бу06""","111бу36""",,5.1,,2,
1965/1/15,27:13.0,"35бу06""","111бу36""",,4.75,,2,
1965/1/16,41:10.0,"23бу24""","121бу48""",4.5,5.1,,3,
1965/1/16,83:81:10.0,"35бу06""","111бу30""",,4.5,,2,
1965/1/18,12:20.0,"23бу36""","121бу12""",1,5.3,,9,
1965/1/18,21:55.0,"37бу06""","95бу36""",,4.25,,9,
1965/1/19,12:10.0,"33бу30""","100бу48""",,4.25,,4,
1965/1/21,31:35.0,"35бу06""","87бу00""",,5.5,,2,
1965/1/26,55:14.0,"39бу54""","78бу00""",,4.5,,9,
1965/2/11,53:22.0,"24бу00""","122бу30""",3.1,4.8,,9,
1965/2/19,00:40.0,"18бу36""","120бу00""",4,4.6,,9,
1965/2/22,55:29:90.0,"23бу48""","121бу48""",0.5,4.8,,9,
1965/2/28,42:40.0,"19бу18""","119бу54""",13.7,4.5,,9,
1965/2/28,40:57.0,"20бу48""","121бу00""",5.8,5,,9,
1965/3/1,18:59.0,"21бу06""","121бу12""",5.9,5.2,,9,
1965/3/1,20:59.0,"21бу12""","121бу12""",5.7,5,,9,
1965/3/10,21:15.0,"38бу00""","106бу18""",,4.5,,4,
1965/3/11,15:30.0,"24бу00""","122бу00""",,4.25,,9,
1965/3/15,41:81:40.0,"33бу30""","117бу18""",,4,,3,
1965/3/15,02:07.0,"22бу36""","121бу12""",1,5.7,,9,
1965/3/21,09:24.0,"40бу48""","78бу18""",7.7,4.25,,3,
1965/3/26,70:54:60.0,"40бу00""","78бу00""",,4,,9,
1965/3/30,11:70:90.0,"36бу18""","111бу18""",,4.25,,3,
1965/4/3,01:57.0,"43бу54""","82бу54""",1,4.25,,9,
1965/4/9,41:11.0,"23бу00""","120бу00""",,4,,5,
1965/4/11,43:81:90.0,"40бу12""","77бу18""",,4,,9,
1965/4/11,27:37.0,"29бу18""","104бу48""",,4.6,,2,
1965/4/12,63:30:70.0,"26бу48""","92бу18""",7,4.5,,9,
1965/4/15,09:50.0,"25бу00""","122бу48""",17.8,5.25,,9,
1965/4/15,38:42.0,"28бу48""","101бу00""",,4.3,,3,
1965/4/18,14:07.0,"23бу00""","120бу24""",3.8,4.8,,9,
1965/4/27,54:20.0,"21бу00""","120бу42""",2.9,6.1,,9,
1965/4/27,62:31:90.0,"22бу12""","120бу48""",7.1,5,,9,
1965/4/29,42:52:70.0,"35бу06""","111бу36""",,4.6,,1,
1965/4/29,32:39.0,"24бу24""","121бу54""",4,4.5,,9,
1965/4/30,13:23.0,"28бу18""","96бу00""",3.3,4.4,,9,
1965/5/1,33:50.0,"43бу48""","82бу12""",,4,,9,
1965/5/4,52:30.0,"40бу24""","115бу30""",,4,,2,
1965/5/4,34:49.0,"41бу48""","79бу24""",,5.7,,2,
1965/5/4,07:26.0,"40бу24""","115бу30""",,4,,2,
1965/5/5,41:94:00.0,"40бу24""","115бу24""",,4,,2,
1965/5/7,41:94:00.0,"40бу24""","115бу24""",,4.25,,2,
1965/5/9,14:30.0,"40бу24""","115бу24""",,4,,2,
1965/5/18,33:10.0,"22бу30""","121бу18""",5,6.8,,2,
1965/5/18,51:53.0,"42бу00""","81бу18""",,4,,9,
1965/5/24,52:70:53.0,"24бу00""","102бу30""",,5.2,VI,3,
1965/5/28,16:35.0,"20бу54""","121бу06""",2.1,4.25,,9,
1965/5/30,50:08.0,"41бу30""","127бу00""",,4,,4,
1965/6/2,31:09:90.0,"24бу00""","121бу30""",2,4.7,,9,
1965/6/3,42:45:70.0,"20бу30""","120бу24""",9.7,5.2,,9,
1965/6/4,56:57.0,"31бу48""","95бу12""",3.3,4.25,,9,
1965/6/6,08:26.0,"23бу00""","103бу48""",,4.25,,3,
1965/6/6,21:19.0,"22бу48""","121бу24""",4.8,4.9,,9,
1965/6/11,19:46.0,"24бу48""","122бу42""",12.5,4.75,,9,
1965/6/14,24:50.0,"21бу00""","120бу06""",3,4.8,,9,
1965/6/14,17:07.0,"32бу06""","87бу42""",5.2,5,,3,
1965/6/15,59:20.0,"29бу42""","95бу30""",3,5,,9,
1965/6/17,74:90:80.0,"32бу00""","87бу30""",6.9,4.5,,9,
1965/6/17,43:37.0,"24бу06""","123бу12""",5,5,,9,
1965/6/18,45:10.0,"32бу12""","87бу48""",,5.8,,3,
1965/6/18,91:84:20.0,"32бу06""","87бу36""",4.7,5,,3,
1965/6/21,44:47.0,"38бу18""","97бу48""",,4.25,,5,
1965/6/22,49:29.0,"36бу18""","77бу30""",9,5,,3,
1965/6/24,19:09.0,"32бу48""","104бу42""",,4.5,,2,
1965/6/25,70:84:10.0,"20бу12""","120бу36""",2.8,5.3,,9,
1965/6/27,36:10.0,"23бу42""","121бу42""",,6,,2,
1965/6/28,80:73:50.0,"23бу42""","121бу42""",5.8,5.1,,9,
1965/6/28,44:55.0,"23бу42""","121бу36""",4.2,5.3,,9,
1965/6/29,44:75:10.0,"23бу42""","121бу42""",2,4.8,,9,
1965/7/3,26:12.0,"22бу24""","101бу36""",,6.1,VII,2,
1965/7/3,51:18.0,"22бу30""","101бу30""",,5,,2,
1965/7/3,14:58.0,"22бу30""","101бу30""",,4.75,,2,
1965/7/4,02:00.0,"32бу06""","82бу48""",1.5,4.4,,9,
1965/7/7,51:24.0,"38бу12""","74бу24""",15.5,5.3,,9,
1965/7/10,56:39.0,"23бу54""","121бу48""",1.5,4.8,,9,
1965/7/24,40:39.0,"25бу06""","121бу36""",,4.6,,9,
1965/7/25,43:33.0,"23бу42""","121бу42""",4.9,5.1,,9,
1965/7/28,43:33.0,"23бу54""","121бу48""",6.6,5.1,,9,
1965/8/1,43:33.0,"33бу00""","93бу18""",4.2,4.7,,3,
1965/8/1,15:40.0,"32бу54""","93бу12""",2.7,5.3,,2,
1965/8/1,11:20.0,"32бу48""","93бу12""",4,4.9,,2,
1965/8/1,45:00.0,"32бу54""","93бу12""",,5,,2,
1965/8/1,37:41.0,"32бу30""","93бу18""",,4.25,,4,
1965/8/1,13:59.0,"32бу30""","93бу18""",,4.25,,9,
1965/8/2,40:92:20.0,"32бу54""","93бу12""",3.5,5.2,,2,
1965/8/3,14:94:80.0,"32бу48""","93бу18""",4.7,4.7,,9,
1965/8/3,35:22.0,"33бу18""","91бу06""",4.3,4.75,,9,
1965/8/13,58:01.0,"24бу00""","122бу18""",6.3,5.4,,9,
1965/8/16,95:90:01.0,"32бу48""","93бу00""",,4.5,,9,
1965/8/21,60:92:60.0,"24бу06""","122бу18""",6,5.3,,9,
1965/8/21,90:52:80.0,"37бу30""","96бу30""",,4.6,,4,
1965/8/24,51:40.0,"23бу30""","122бу06""",3.7,5,,9,
1965/9/4,21:33.0,"36бу18""","113бу24""",,4.25,,3,
1965/9/6,15:40.0,"21бу42""","120бу54""",,4.9,,9,
1965/9/6,56:18.0,"21бу06""","121бу12""",5.7,5.2,,9,
1965/9/6,18:41.0,"21бу18""","121бу12""",4.5,5.6,,9,
1965/9/7,37:54.0,"23бу42""","102бу42""",,4.7,VI,9,
1965/9/14,38:24.0,"35бу06""","106бу54""",,4,,4,
1965/9/15,22:20.0,"22бу18""","120бу54""",4,5,,9,
1965/9/15,64:82:10.0,"25бу30""","124бу48""",13,5,,9,
1965/9/15,11:22.0,"40бу30""","114бу30""",,4,,3,
1965/9/19,05:17.0,"37бу48""","101бу48""",,4,,9,
1965/9/21,93:83:00.0,"29бу00""","128бу12""",19.5,6,,9,
1965/9/27,81:19:90.0,"24бу54""","121бу54""",0.5,4.5,,9,
1965/9/28,40:34.0,"29бу54""","108бу18""",,4,,3,
1965/9/29,16:58.0,"29бу30""","89бу00""",,4.5,,3,
1965/10/1,53:52:70.0,"24бу00""","122бу18""",7.1,4.6,,9,
1965/10/3,52:85:20.0,"25бу30""","122бу48""",19.1,4.2,,9,
1965/10/4,92:60:10.0,"23бу30""","121бу30""",4.1,5.3,,9,
1965/10/5,11:20.0,"23бу12""","105бу12""",,4.5,,9,
1965/10/6,03:05.0,"29бу06""","96бу12""",4.1,4.9,,9,
1965/10/7,36:01.0,"12бу30""","114бу30""",2.6,5.7,,9,
1965/10/8,55:11.0,"23бу54""","122бу30""",4.6,4.6,,9,
1965/10/9,20:39.0,"23бу54""","121бу30""",,4.9,,9,
1965/10/10,21:99:90.0,"23бу54""","121бу36""",,4.8,,9,
1965/10/21,56:34.0,"43бу54""","87бу00""",3.5,4.7,,9,
1965/10/22,24:74:80.0,"40бу06""","109бу54""",,4.8,,9,
1965/10/26,11:50.0,"43бу48""","116бу48""",,4.5,,4,
1965/11/7,13:89:90.0,"23бу48""","121бу00""",1,4.7,,9,
1965/11/9,27:31.0,"33бу24""","91бу00""",3.3,4.5,,9,
1965/11/12,14:39.0,"24бу24""","122бу36""",3,4.8,,9,
1965/11/13,33:55.0,"43бу54""","87бу48""",6,6.6,VIII,2,
1965/11/14,13:16.0,"34бу30""","80бу12""",3.3,4.8,,9,
1965/11/16,02:40.0,"30бу48""","90бу36""",3.3,4.5,,9,
1965/11/18,02:40.0,"22бу06""","121бу36""",,4.7,,9,
1965/11/18,92:89:90.0,"22бу06""","121бу42""",,4.6,,9,
1965/11/18,28:39.0,"22бу06""","121бу48""",1,4.6,,9,
1965/11/20,12:20.0,"23бу36""","122бу00""",2.1,5.6,,9,
1965/11/20,56:00.0,"44бу06""","87бу48""",,5,,2,
1965/11/23,39:39.0,"22бу06""","121бу36""",,4.6,,9,
1965/11/25,42:05.0,"40бу12""","75бу12""",,4.5,,9,
1965/11/26,41:19.0,"43бу54""","87бу48""",3.3,4.6,,9,
1965/11/26,55:29.0,"31бу18""","100бу12""",,5.1,,4,
1965/12/1,14:39.0,"24бу12""","121бу30""",1.5,4.5,,9,
1965/12/5,45:79:90.0,"24бу00""","122бу18""",4,4.6,,9,
1965/12/6,45:79:90.0,"24бу00""","121бу48""",3.9,5.1,,9,
1965/12/7,50:44.0,"39бу12""","73бу18""",,5,,9,
1965/12/10,42:61:20.0,"27бу30""","92бу42""",7,5.1,,2,
1965/12/14,50:39.0,"23бу18""","121бу42""",2,4.7,,9,
1966/1/1,13:27.0,"14бу48""","119бу30""",3.7,4.3,,9,
1966/1/3,52:40.0,"43бу48""","87бу54""",,4.5,,9,
1966/1/7,32:25.0,"16бу36""","119бу30""",4.7,4.7,,9,
1966/1/9,30:69:90.0,"22бу30""","121бу18""",1,4.8,,9,
1966/1/10,04:54.0,"24бу54""","99бу24""",,4.25,,4,
1966/1/11,42:06.0,"27бу36""","85бу54""",3.3,4.5,,9,
1966/1/21,73:70:10.0,"22бу54""","121бу24""",5.5,5,,9,
1966/1/23,84:63:00.0,"39бу48""","75бу36""",6.8,4.9,,9,
1966/1/28,52:05.0,"39бу18""","73бу00""",4.1,4.9,,9,
1966/1/31,35:03.0,"27бу54""","99бу42""",,5.1,VII,9,
1966/2/4,12:00.0,"24бу06""","121бу54""",3.6,5.2,,9,
1966/2/4,11:00.0,"24бу18""","121бу42""",4.7,5.5,,9,
1966/2/4,14:40.0,"24бу12""","121бу54""",4.5,5.4,,9,
1966/2/4,20:99:90.0,"24бу06""","122бу00""",2,4.8,,9,
1966/2/5,33:10.0,"12бу24""","114бу18""",,4.9,,9,
1966/2/5,12:27.0,"26бу06""","103бу06""",,6.5,IX,2,
1966/2/6,75:60:27.0,"26бу00""","103бу06""",,5,,9,
1966/2/6,52:50.0,"26бу30""","103бу00""",1.5,5.3,,9,
1966/2/6,13:24.0,"26бу00""","103бу11""",,5.2,,1,
1966/2/13,44:36.0,"26бу06""","103бу06""",,6.2,,1,
1966/2/15,95:65:20.0,"26бу06""","103бу12""",,4.5,,2,
1966/2/15,95:83:60.0,"26бу00""","103бу06""",,4.5,,2,
1966/2/16,41:30.0,"23бу12""","121бу18""",,4.9,,9,
1966/2/18,45:12.0,"26бу06""","103бу12""",,5.2,,2,
1966/2/21,18:50.0,"26бу12""","125бу42""",13.2,5.5,,9,
1966/2/23,37:39.0,"23бу18""","120бу30""",1,4.7,,9,
1966/3/1,23:51.0,"37бу30""","114бу48""",,4.5,,2,
1966/3/2,09:02.0,"24бу24""","122бу36""",10.6,5,,9,
1966/3/5,70:89:90.0,"22бу06""","121бу12""",0.5,4.6,,9,
1966/3/6,53:91:00.0,"37бу36""","114бу42""",,4.4,,2,
1966/3/6,81:21:90.0,"37бу28""","115бу02""",,5.2,VII,1,
1966/3/6,10:52.0,"31бу30""","80бу36""",,5,,9,
1966/3/6,15:57.0,"31бу30""","80бу30""",5,6.6,,9,
1966/3/7,30:92:50.0,"31бу30""","80бу18""",1.4,4.8,,9,
1966/3/8,52:91:40.0,"37бу21""","114бу55""",,6.8,IX,9,
1966/3/8,63:60:40.0,"29бу12""","98бу36""",,4.75,,9,
1966/3/8,45:10.0,"37бу36""","115бу06""",,4.1,,9,
1966/3/8,04:17.0,"37бу18""","114бу54""",,4.6,,2,
1966/3/8,46:42.0,"37бу18""","114бу54""",,5.1,,2,
1966/3/8,25:14.0,"37бу48""","115бу00""",3.3,5,,9,
1966/3/8,36:41.0,"37бу18""","114бу54""",,5.2,,2,
1966/3/9,49:10.0,"31бу06""","103бу48""",,4,,2,
1966/3/9,06:28.0,"34бу36""","80бу12""",3.3,4.2,,9,
1966/3/10,57:53.0,"20бу54""","120бу48""",4.3,4.9,,9,
1966/3/11,20:43.0,"37бу18""","114бу54""",,5,,2,
1966/3/11,22:44.0,"37бу42""","114бу48""",3.3,4.4,,9,
1966/3/13,22:44.0,"24бу12""","122бу42""",4.2,7.8,,9,
1966/3/13,22:44.0,"23бу54""","122бу30""",3.3,4.6,,9,
1966/3/13,22:44.0,"23бу54""","122бу24""",9.1,4.7,,9,
1966/3/13,10:30.0,"23бу54""","121бу36""",,4.9,,9,
1966/3/13,33:50.0,"24бу12""","122бу36""",5.1,5.5,,9,
1966/3/13,34:00.0,"23бу48""","122бу54""",5.1,5.1,,9,
1966/3/13,31:35:80.0,"23бу42""","123бу00""",6,4.75,,9,
1966/3/13,31:70:70.0,"24бу54""","122бу42""",4.3,4.7,,9,
1966/3/13,30:10.0,"23бу54""","122бу54""",5.1,5.3,,9,
1966/3/13,40:85:40.0,"24бу06""","122бу30""",7.2,4.6,,9,
1966/3/13,43:14:70.0,"24бу00""","122бу36""",8.1,4.7,,9,
1966/3/13,13:30.0,"23бу42""","122бу36""",7.7,4.7,,9,
1966/3/13,15:20.0,"24бу12""","122бу24""",5.2,5,,9,
1966/3/13,45:70:70.0,"24бу06""","122бу42""",10.3,5,,9,
1966/3/13,22:10.0,"24бу18""","122бу36""",4.7,4.6,,9,
1966/3/13,60:42:60.0,"24бу30""","122бу18""",10.1,5.1,,9,
1966/3/13,61:83:40.0,"23бу42""","122бу24""",4.1,5.1,,9,
1966/3/13,31:00.0,"23бу42""","122бу30""",7.1,4.25,,9,
1966/3/13,84:91:50.0,"24бу12""","122бу30""",6.7,4.9,,9,
1966/3/13,05:39.0,"24бу18""","122бу36""",8.4,5.2,,9,
1966/3/13,50:39.0,"24бу36""","122бу30""",,4.7,,9,
1966/3/13,57:32.0,"23бу54""","122бу54""",7.9,4.25,,9,
1966/3/13,11:23.0,"24бу00""","122бу36""",8.6,4.5,,9,
1966/3/13,30:55.0,"23бу54""","122бу18""",5.8,5.2,,9,
1966/3/13,55:32.0,"23бу48""","122бу54""",8.1,5.1,,9,
1966/3/13,42:06.0,"24бу00""","122бу48""",4.3,4.8,,9,
1966/3/13,02:47.0,"24бу06""","122бу24""",7.3,4.5,,9,
1966/3/13,53:48.0,"23бу48""","122бу48""",4.7,4.9,,9,
1966/3/14,31:39:90.0,"23бу54""","121бу36""",,4.8,,9,
1966/3/14,61:84:00.0,"23бу54""","122бу42""",6.4,5.2,,9,
1966/3/14,65:39:90.0,"23бу24""","122бу30""",2,5,,9,
1966/3/14,28:39.0,"37бу22""","115бу02""",0.8,4,,1,
1966/3/14,01:39.0,"23бу30""","122бу30""",5,4.8,,9,
1966/3/14,42:49.0,"32бу30""","97бу30""",,5.1,,2,
1966/3/14,21:51.0,"23бу48""","122бу24""",5.6,4.8,,9,
1966/3/15,30:90:40.0,"23бу48""","122бу42""",3.3,4.5,,9,
1966/3/15,53:95:20.0,"23бу48""","122бу18""",2,4.6,,9,
1966/3/15,43:24.0,"37бу22""","114бу52""",2,4.8,,1,
1966/3/15,51:39.0,"37бу17""","114бу56""",1.6,4.5,,1,
1966/3/15,14:02.0,"24бу12""","122бу42""",7.9,4.75,,9,
1966/3/15,18:39.0,"24бу30""","123бу12""",,5,,9,
1966/3/16,73:14:90.0,"24бу12""","122бу42""",4.8,5.3,,9,
1966/3/17,44:48.0,"31бу36""","82бу48""",1.1,4.5,,9,
1966/3/19,59:38.0,"23бу42""","122бу30""",5,5.9,,9,
1966/3/20,59:38.0,"37бу16""","114бу58""",2,5.6,VI,1,
1966/3/20,15:30.0,"39бу36""","116бу00""",,4,,3,
1966/3/20,52:20.0,"37бу17""","115бу00""",1.5,5.1,,1,
1966/3/22,43:73:80.0,"21бу42""","121бу06""",5.5,5.2,,9,
1966/3/22,57:41.0,"37бу19""","114бу53""",2.5,4.4,,1,
1966/3/22,11:36.0,"37бу30""","115бу05""",0.9,6.7,,1,
1966/3/22,19:27.0,"37бу30""","115бу06""",,7.2,X,2,
1966/3/22,37:39.0,"37бу34""","114бу56""",2,5,,1,
1966/3/22,38:39.0,"37бу30""","115бу06""",2,5,,1,
1966/3/22,45:39.0,"37бу35""","115бу00""",2,4.5,,9,
1966/3/22,45:52.0,"37бу31""","115бу02""",1.1,5.3,,1,
1966/3/22,48:39.0,"37бу31""","115бу02""",0.8,5,,1,
1966/3/22,50:39.0,"37бу30""","115бу00""",1.5,4.5,,1,
1966/3/22,01:39.0,"37бу32""","114бу50""",2,4,,1,
1966/3/22,02:39.0,"37бу12""","114бу49""",2.5,4,,1,
1966/3/22,02:39.0,"37бу27""","114бу59""",,5,,1,
1966/3/22,03:39.0,"37бу17""","115бу00""",1.5,4.5,,9,
1966/3/22,08:39.0,"37бу29""","114бу55""",1.6,4.5,,1,
1966/3/22,10:39.0,"37бу27""","115бу02""",1.3,4.75,,1,
1966/3/22,08:27.0,"37бу34""","114бу59""",1.5,5.2,,1,
1966/3/22,37:25.0,"37бу25""","115бу05""",2,5.1,,1,
1966/3/22,45:39.0,"37бу40""","114бу55""",1.5,4.5,,1,
1966/3/22,59:39.0,"37бу26""","115бу04""",1.5,4,,1,
1966/3/22,07:54.0,"37бу24""","114бу59""",2,4.9,,1,
1966/3/22,09:39.0,"37бу34""","115бу05""",2,5,,1,
1966/3/22,30:39.0,"37бу34""","115бу07""",1.7,4,,1,
1966/3/22,02:39.0,"37бу25""","115бу02""",1.3,4,,1,
1966/3/22,29:58.0,"37бу25""","115бу09""",2.1,4.75,,1,
1966/3/22,29:39.0,"37бу28""","114бу58""",0.9,4,,1,
1966/3/23,29:39.0,"37бу24""","115бу07""",1.7,4.5,,1,
1966/3/23,52:59:90.0,"37бу11""","114бу45""",0.7,4.5,,1,
1966/3/23,65:71:20.0,"37бу25""","115бу05""",1,5,,1,
1966/3/23,43:30.0,"23бу54""","123бу00""",4,6.2,,9,
1966/3/23,23:39.0,"37бу25""","115бу03""",2.2,4,,1,
1966/3/24,12:75:60.0,"37бу25""","114бу54""",1,5.2,,1,
1966/3/24,16:04.0,"37бу24""","114бу59""",1.2,4.1,,1,
1966/3/25,16:58.0,"37бу29""","115бу05""",0.9,4.25,,1,
1966/3/25,33:17.0,"37бу28""","115бу12""",1.5,5,,1,
1966/3/26,09:08.0,"19бу48""","120бу42""",1.7,5.25,,9,
1966/3/26,14:27.0,"37бу41""","115бу16""",1.9,5.2,,1,
1966/3/26,19:04.0,"37бу41""","115бу16""",1.5,6.2,VII,1,
1966/3/27,41:40.0,"37бу33""","115бу16""",2,5.8,,1,
1966/3/27,70:71:50.0,"37бу36""","115бу22""",1.7,4.8,,1,
1966/3/27,24:06.0,"24бу18""","122бу24""",8.1,4.5,,9,
1966/3/27,33:39.0,"37бу32""","114бу57""",1.5,4.5,,1,
1966/3/27,48:39.0,"37бу29""","115бу16""",1.9,4,,1,
1966/3/28,45:70:80.0,"37бу38""","115бу23""",2.2,4.9,,1,
1966/3/28,26:27.0,"37бу25""","114бу57""",2.3,4.9,,1,
1966/3/28,49:39.0,"22бу18""","121бу06""",1,4.8,,9,
1966/3/28,03:05.0,"37бу34""","115бу19""",2,4.5,,1,
1966/3/29,11:59.0,"37бу21""","115бу02""",2.5,6,,1,
1966/3/29,44:52.0,"37бу41""","115бу12""",2.5,4.8,,1,
1966/3/31,50:30.0,"24бу06""","122бу30""",6,4.8,,9,
1966/3/31,13:20.0,"24бу06""","122бу42""",5.8,5.1,,9,
1966/3/31,54:58.0,"37бу43""","115бу17""",2.2,4.8,,1,
1966/4/1,19:11.0,"37бу37""","115бу14""",2.5,4,,1,
1966/4/1,16:26.0,"37бу37""","115бу19""",2.3,4.5,,1,
1966/4/2,55:50.0,"37бу30""","115бу06""",1.4,4.1,,1,
1966/4/6,55:50.0,"37бу44""","115бу16""",1,4.8,,1,
1966/4/6,12:13.0,"37бу18""","114бу56""",3,5.3,,1,
1966/4/6,03:15.0,"37бу32""","115бу11""",2,4.5,,1,
1966/4/8,28:17.0,"37бу39""","115бу11""",1.5,4.2,,1,
1966/4/10,53:03.0,"37бу37""","115бу04""",1.5,4.9,,1,
1966/4/11,37:27.0,"37бу38""","115бу16""",1.5,4.7,,1,
1966/4/14,00:45.0,"29бу12""","100бу48""",,4.6,,1,
1966/4/14,28:57.0,"25бу30""","99бу30""",,4.6,,2,
1966/4/15,80:83:00.0,"37бу44""","115бу20""",2.5,4,,1,
1966/4/17,01:57.0,"43бу54""","87бу54""",3.3,4.8,,9,
1966/4/19,73:93:40.0,"37бу17""","114бу48""",2,4.2,,1,
1966/4/19,55:46.0,"37бу22""","114бу59""",2,4.4,,1,
1966/4/20,28:03.0,"37бу15""","114бу52""",2.2,4.9,,1,
1966/4/20,31:15.0,"37бу15""","114бу47""",1.4,5.3,,1,
1966/4/20,43:24.0,"37бу15""","114бу47""",1.3,4.5,,1,
1966/4/21,11:20.0,"37бу21""","114бу43""",2.2,4.2,,1,
1966/4/22,11:20.0,"24бу06""","122бу18""",5.4,5.1,,9,
1966/4/24,23:33.0,"28бу36""","103бу42""",,4,,1,
1966/4/25,85:70:33.0,"41бу30""","121бу00""",,4.6,,2,
1966/4/25,85:70:33.0,"41бу30""","121бу00""",,4.5,,2,
1966/4/29,37:42.0,"37бу28""","114бу58""",1.6,4,,1,
1966/4/30,18:17.0,"29бу06""","102бу30""",,4.5,,1,
1966/5/5,21:22.0,"24бу18""","122бу30""",5.3,6.3,,9,
1966/5/6,43:94:10.0,"24бу18""","122бу42""",5.2,4.7,,9,
1966/5/6,80:61:70.0,"24бу12""","122бу36""",,4.5,,9,
1966/5/6,55:50.0,"37бу19""","114бу55""",2.5,4.9,,1,
1966/5/6,43:02.0,"37бу18""","114бу56""",2.1,4.25,,1,
1966/5/6,52:53.0,"23бу42""","122бу54""",4.5,5.1,,9,
1966/5/7,43:10.0,"24бу12""","122бу42""",5.7,5,,9,
1966/5/7,49:39.0,"24бу00""","122бу06""",4.5,4.7,,9,
1966/5/8,45:20:80.0,"37бу16""","114бу44""",0.8,4.6,,1,
1966/5/10,37:48.0,"37бу35""","115бу17""",2.4,4.9,,1,
1966/5/12,31:14.0,"24бу18""","122бу24""",7,5,,9,
1966/5/12,42:51.0,"40бу12""","78бу00""",4,5,,2,
1966/5/14,23:16.0,"24бу00""","122бу36""",6.2,4.7,,9,
1966/5/15,13:04.0,"39бу42""","74бу24""",5,4.5,,3,
1966/5/18,94:14:80.0,"24бу12""","122бу42""",6.8,5.1,,9,
1966/5/19,58:40.0,"39бу48""","77бу54""",2.7,4.75,,9,
1966/5/23,80:90:80.0,"24бу18""","122бу30""",7.2,4.25,,9,
1966/5/23,10:40.0,"37бу18""","114бу47""",1.5,4.2,,1,
1966/5/24,19:00.0,"39бу18""","78бу12""",6.3,4.6,,9,
1966/5/26,56:57.0,"37бу47""","115бу19""",1.5,4.2,,1,
1966/5/27,83:19:90.0,"24бу42""","122бу12""",,4.9,,9,
1966/5/27,35:05.0,"27бу24""","96бу36""",4,4.5,,9,
1966/5/28,80:35:90.0,"24бу18""","122бу36""",5.5,5.8,,9,
1966/6/4,93:64:00.0,"23бу06""","121бу18""",6.8,4.6,,9,
1966/6/5,34:30.0,"23бу06""","120бу30""",5.2,5.1,,9,
1966/6/5,49:52.0,"24бу42""","122бу24""",2,5.1,,9,
1966/6/7,18:59.0,"25бу30""","122бу18""",24.6,4.7,,9,
1966/6/7,44:53.0,"24бу18""","122бу36""",5.7,5.2,,9,
1966/6/8,74:65:00.0,"35бу42""","80бу00""",,4.5,,9,
1966/6/8,46:06.0,"22бу48""","120бу42""",1,5.2,,9,
1966/6/9,12:40.0,"44бу18""","83бу00""",4.7,4,,9,
1966/6/11,01:07.0,"23бу36""","120бу06""",1,5.9,,3,
1966/6/18,22:00.0,"23бу54""","122бу36""",4.2,4.4,,9,
1966/6/20,31:24:90.0,"22бу36""","121бу06""",3.5,4.7,,9,
1966/6/25,05:04.0,"30бу30""","82бу12""",4.5,4.8,,9,
1966/6/26,40:44.0,"24бу00""","122бу18""",3.3,4.6,,9,
1966/6/27,05:50.0,"31бу36""","104бу12""",4.6,4.8,,2,
1966/6/27,41:08.0,"29бу36""","80бу48""",3.3,6.3,,9,
1966/6/27,47:45.0,"29бу36""","81бу00""",4.3,5.3,,9,
1966/6/27,49:51.0,"29бу30""","80бу54""",,5.75,,9,
1966/6/27,59:18.0,"29бу42""","80бу54""",3.6,6.5,,9,
1966/6/27,21:42.0,"29бу36""","80бу48""",,5.2,,9,
1966/6/27,39:57.0,"37бу41""","115бу21""",2.6,4.25,,1,
1966/6/27,55:52.0,"29бу36""","80бу48""",1.5,5,,3,
1966/6/28,43:38.0,"29бу30""","81бу00""",,4.9,,9,
1966/6/29,43:38.0,"26бу42""","126бу06""",8.7,5,,9,
1966/6/29,65:70:20.0,"24бу42""","121бу36""",2,4.8,,9,
1966/6/29,21:00.0,"29бу42""","80бу54""",,5.2,,9,
1966/6/30,65:12:60.0,"24бу12""","122бу36""",6.2,5,,9,
1966/6/30,45:28.0,"24бу18""","122бу12""",5.9,5.3,,9,
1966/7/1,50:38.0,"24бу54""","122бу36""",10.2,6.1,,9,
1966/7/4,32:30.0,"25бу00""","122бу48""",16.6,4.2,,9,
1966/7/5,01:18.0,"27бу48""","92бу36""",3.3,4.8,,9,
1966/7/6,59:11.0,"44бу06""","83бу24""",,4.9,,9,
1966/7/7,36:57.0,"37бу36""","115бу05""",2.5,4.25,,1,
1966/7/8,95:94:30.0,"24бу42""","122бу36""",5.8,4.7,,9,
1966/7/9,64:89:90.0,"24бу18""","122бу06""",4,4.5,,9,
1966/7/18,71:35:80.0,"33бу48""","94бу42""",,4.7,,3,
1966/7/19,85:62:20.0,"37бу17""","114бу49""",1.5,5.1,,1,
1966/7/22,40:04.0,"42бу54""","84бу30""",5.7,5,,2,
1966/7/23,55:40.0,"37бу34""","115бу01""",2.4,4.5,,1,
1966/7/25,33:08.0,"37бу41""","115бу14""",2.3,4,,1,
1966/7/27,33:17.0,"32бу30""","117бу42""",,4,,2,
1966/8/5,30:00.0,"32бу42""","79бу36""",,5.1,,3,
